epoch,optimizer_steps,train_negative_log_likelihood_per_path,validation_suffix_nll_per_exposure,validation_prefix_posterior_entropy,gradient_norm,uses_elbo,uses_lal_logic
5,5,56.80929946899414,6.639589786529541,1.0936920642852783,18.026517868041992,False,False
10,10,53.56430435180664,6.142153263092041,1.0773706436157227,18.47810935974121,False,False
15,15,49.457130432128906,5.4550018310546875,1.0032589435577393,18.981550216674805,False,False
20,20,46.00876235961914,4.77551794052124,0.7996623516082764,16.450580596923828,False,False
25,25,44.744136810302734,4.484711170196533,0.5907297134399414,21.654998779296875,False,False
30,30,42.689666748046875,4.386472225189209,0.5145825147628784,11.843854904174805,False,False
35,35,41.48915481567383,4.336139678955078,0.46615421772003174,11.074198722839355,False,False
40,40,40.04008483886719,4.164276123046875,0.3768898844718933,9.349989891052246,False,False
45,45,38.70766830444336,4.031225204467773,0.3081805408000946,8.561445236206055,False,False
50,50,37.36848449707031,3.8865199089050293,0.36087268590927124,6.325700283050537,False,False
55,55,36.50359344482422,3.7756521701812744,0.36623385548591614,5.030309677124023,False,False
60,60,36.09524154663086,3.7495908737182617,0.30064910650253296,5.11545467376709,False,False
65,65,35.75127410888672,3.6898884773254395,0.2652484178543091,3.3906936645507812,False,False
70,70,35.57728958129883,3.6584115028381348,0.23577314615249634,2.776266098022461,False,False
75,75,35.47889709472656,3.6503841876983643,0.21150316298007965,3.172340154647827,False,False
80,80,35.28386688232422,3.644165277481079,0.19957822561264038,2.194011688232422,False,False
85,85,35.27603530883789,3.6380460262298584,0.22014541923999786,2.0704188346862793,False,False
90,90,35.14286804199219,3.639683246612549,0.23224259912967682,1.5061321258544922,False,False
95,95,35.034637451171875,3.639781951904297,0.23052719235420227,2.931434154510498,False,False
100,100,34.84708023071289,3.629526138305664,0.22514508664608002,2.492170572280884,False,False
105,105,34.88838577270508,3.6191036701202393,0.2270348072052002,1.4111205339431763,False,False
110,110,34.792503356933594,3.609311819076538,0.22353734076023102,1.5672931671142578,False,False
115,115,34.83425521850586,3.6067707538604736,0.22354952991008759,2.3056585788726807,False,False
120,120,34.60094451904297,3.6052920818328857,0.2332422435283661,1.3706704378128052,False,False
125,125,34.653053283691406,3.6082351207733154,0.24103908240795135,1.2598347663879395,False,False
130,130,34.634971618652344,3.608802080154419,0.25156840682029724,1.2411963939666748,False,False
135,135,34.47525405883789,3.6101386547088623,0.2573719322681427,1.42661714553833,False,False
140,140,34.44512176513672,3.6106295585632324,0.25933438539505005,1.9564567804336548,False,False
145,145,34.394203186035156,3.612187623977661,0.2608714699745178,3.910531997680664,False,False
150,150,34.40776824951172,3.623241901397705,0.25934112071990967,1.4962642192840576,False,False
155,155,34.290836334228516,3.6187844276428223,0.2595759630203247,2.0895836353302,False,False
160,160,34.303802490234375,3.625491142272949,0.2505814731121063,1.2341328859329224,False,False
165,165,34.157222747802734,3.636742353439331,0.2517436146736145,1.4481141567230225,False,False
170,170,34.110809326171875,3.632432460784912,0.25359204411506653,3.0746545791625977,False,False
175,175,34.07661819458008,3.644099235534668,0.2519208490848541,4.034509181976318,False,False
180,180,33.99651336669922,3.6488873958587646,0.24777986109256744,1.4360873699188232,False,False
185,185,33.87685012817383,3.6556336879730225,0.24192644655704498,2.413196325302124,False,False
190,190,33.93714141845703,3.6446523666381836,0.234922394156456,2.1048641204833984,False,False
195,195,33.90677261352539,3.659458637237549,0.23305004835128784,2.5520613193511963,False,False
200,200,33.828739166259766,3.6591670513153076,0.2328455150127411,2.262756109237671,False,False
205,205,33.764225006103516,3.676377058029175,0.2260172963142395,3.706390857696533,False,False
210,210,33.543182373046875,3.6776111125946045,0.23589850962162018,2.014169692993164,False,False
215,215,33.56239318847656,3.6703248023986816,0.22422389686107635,10.712782859802246,False,False
220,220,33.45366668701172,3.6730873584747314,0.2338278889656067,6.800474643707275,False,False
225,225,33.447086334228516,3.674405097961426,0.2197004109621048,2.6563289165496826,False,False
230,230,33.31746292114258,3.6950488090515137,0.22849532961845398,5.954531192779541,False,False
235,235,33.24529266357422,3.687276601791382,0.22450602054595947,5.321541786193848,False,False
240,240,33.428836822509766,3.6847758293151855,0.23639258742332458,10.502310752868652,False,False
245,245,33.31439971923828,3.7037956714630127,0.21942511200904846,6.541346549987793,False,False
250,250,33.15254211425781,3.699439287185669,0.23363874852657318,11.17717170715332,False,False
255,255,33.28560256958008,3.698263645172119,0.22478635609149933,7.826639652252197,False,False
260,260,32.94572448730469,3.7238030433654785,0.2193150371313095,3.146883726119995,False,False
265,265,33.06377410888672,3.731095314025879,0.224915012717247,2.3162848949432373,False,False
270,270,32.93679428100586,3.736240863800049,0.24181826412677765,4.869133949279785,False,False
275,275,32.80499267578125,3.739826202392578,0.2250906229019165,4.135973930358887,False,False
280,280,33.0051383972168,3.7435169219970703,0.2325354516506195,4.356208801269531,False,False
285,285,32.903385162353516,3.749802350997925,0.21878035366535187,6.106076240539551,False,False
290,290,32.58474349975586,3.768738269805908,0.22643360495567322,5.843924045562744,False,False
295,295,32.78070831298828,3.759406805038452,0.22368043661117554,14.030146598815918,False,False
300,300,32.69242858886719,3.7933530807495117,0.23101982474327087,18.511823654174805,False,False
