epoch,optimizer_steps,train_negative_log_likelihood_per_path,validation_suffix_nll_per_exposure,validation_prefix_posterior_entropy,gradient_norm,uses_elbo,uses_lal_logic
5,5,254.13357543945312,21.769651412963867,7.970002170456915e-20,517.8853149414062,False,False
10,10,165.67247009277344,13.56032943725586,6.688287349690342e-33,440.139404296875,False,False
15,15,102.7066421508789,8.140687942504883,2.3026136365785394e-41,323.21807861328125,False,False
20,20,64.61405181884766,5.257360935211182,1.961817850054744e-44,187.48085021972656,False,False
25,25,48.785491943359375,4.751413822174072,2.045895757914233e-43,57.48451614379883,False,False
30,30,47.48706817626953,5.034987926483154,5.3809861030072976e-43,44.9613037109375,False,False
35,35,46.39628982543945,4.500208377838135,2.802596928649634e-45,42.00271224975586,False,False
40,40,45.12942886352539,4.402317047119141,1.961817850054744e-44,23.196468353271484,False,False
45,45,43.49770736694336,4.208744525909424,7.006492321624085e-45,21.942686080932617,False,False
50,50,42.338706970214844,4.229268550872803,5.605193857299268e-45,11.263504981994629,False,False
55,55,41.82176971435547,4.113377094268799,2.802596928649634e-45,20.76066017150879,False,False
60,60,41.08177185058594,4.08705997467041,2.2420775429197073e-44,14.921414375305176,False,False
65,65,40.81826400756836,4.111588478088379,5.184804318001823e-44,10.28229808807373,False,False
70,70,40.27869415283203,4.070883274078369,2.5223372357846707e-44,9.214149475097656,False,False
75,75,39.937679290771484,4.063389778137207,7.707141553786494e-44,6.354395866394043,False,False
80,80,39.58032989501953,4.041987419128418,1.8497139729087585e-43,4.413595676422119,False,False
85,85,39.51713562011719,4.023245334625244,1.233142648605839e-43,6.466088771820068,False,False
90,90,38.912498474121094,3.999673366546631,1.6675451725465323e-43,12.512343406677246,False,False
95,95,38.543601989746094,3.9937829971313477,1.2051166793193427e-43,11.115469932556152,False,False
100,100,38.16953659057617,4.007026672363281,3.194960498660583e-43,8.530406951904297,False,False
105,105,37.887351989746094,3.978388547897339,3.839557792249999e-43,6.065918445587158,False,False
110,110,37.457252502441406,3.948012113571167,2.214051573633211e-43,10.905649185180664,False,False
115,115,37.237388610839844,3.987884521484375,4.358038224050181e-43,5.245705604553223,False,False
120,120,36.8980598449707,4.000641345977783,3.60133705331478e-43,3.706608772277832,False,False
125,125,36.75796890258789,3.991664409637451,1.4433374182545616e-43,7.009175777435303,False,False
130,130,36.62376022338867,3.967766523361206,2.4943112664981744e-43,13.006477355957031,False,False
135,135,36.15050506591797,3.9749794006347656,2.0178697886277366e-43,10.266429901123047,False,False
140,140,36.21989440917969,4.01952600479126,2.6904930515036488e-43,21.388479232788086,False,False
145,145,35.85883331298828,3.995687961578369,7.384842906991786e-43,21.381301879882812,False,False
150,150,36.01388931274414,4.040842056274414,3.0828566215145976e-43,9.696207046508789,False,False
155,155,35.74384307861328,4.068554401397705,1.3270296457156018e-42,9.515852928161621,False,False
160,160,35.37239074707031,4.082931995391846,1.930989283839598e-42,12.569597244262695,False,False
165,165,35.062713623046875,4.119899749755859,1.6353153078670615e-42,12.058771133422852,False,False
170,170,35.12653350830078,4.0693159103393555,2.3723983001019153e-42,15.682718276977539,False,False
175,175,34.860313415527344,4.093239784240723,3.98249023561113e-42,24.323904037475586,False,False
180,180,35.12242889404297,4.100923538208008,1.7719419081387312e-41,30.385482788085938,False,False
185,185,34.313438415527344,4.148868560791016,2.6016507288654554e-41,9.494013786315918,False,False
190,190,34.0266227722168,4.186453819274902,3.4752201915255463e-42,13.487223625183105,False,False
195,195,34.15882110595703,4.188541412353516,5.390795192257571e-42,13.428879737854004,False,False
200,200,33.54924011230469,4.158969402313232,2.1441267802634026e-41,28.734588623046875,False,False
205,205,33.6429328918457,4.201200008392334,3.9628720571105827e-42,18.188201904296875,False,False
210,210,33.47357940673828,4.196356773376465,2.0437938102177457e-41,32.10213851928711,False,False
215,215,33.29381561279297,4.293874740600586,8.190729653824988e-41,45.79252624511719,False,False
220,220,33.0599250793457,4.277556419372559,3.8045253306418783e-42,42.589988708496094,False,False
225,225,33.08016586303711,4.383488655090332,8.483460903022443e-42,64.57414245605469,False,False
230,230,32.702301025390625,4.280941009521484,3.785747931219926e-41,29.242828369140625,False,False
235,235,32.734100341796875,4.315047264099121,4.51778624898321e-41,35.80356216430664,False,False
240,240,32.48994064331055,4.333500862121582,1.064986832886861e-41,47.36381149291992,False,False
245,245,32.40830612182617,4.480101585388184,1.5077971476135032e-41,65.93938446044922,False,False
250,250,31.679903030395508,4.2813591957092285,4.4977476809433654e-41,29.936281204223633,False,False
255,255,31.886953353881836,4.3481059074401855,6.826845858497644e-41,33.54219436645508,False,False
260,260,31.498502731323242,4.454442024230957,7.597840273569158e-42,43.28458023071289,False,False
265,265,31.180435180664062,4.507004261016846,6.630944333185034e-42,44.26348876953125,False,False
270,270,31.292827606201172,4.373162269592285,2.057526535168129e-41,34.551918029785156,False,False
275,275,30.399208068847656,4.4060797691345215,8.955558355653473e-41,33.860450744628906,False,False
280,280,30.795724868774414,4.595827579498291,3.8432011682572433e-41,36.45262145996094,False,False
285,285,30.37639045715332,4.598639965057373,4.0172424375263856e-41,62.630252838134766,False,False
290,290,30.07001495361328,4.482141017913818,5.0561370930075185e-40,30.500659942626953,False,False
295,295,30.033105850219727,4.5284271240234375,2.2514522296460403e-40,51.29241180419922,False,False
300,300,29.547828674316406,4.710239887237549,9.069203661110216e-42,39.833377838134766,False,False
