epoch,optimizer_steps,train_negative_mc_log_posterior_per_path,validation_suffix_nll_per_exposure,validation_prefix_cluster_entropy,validation_prior_attention_diagonal,validation_prefix_posterior_attention_diagonal,mean_matrix_hyperprior_penalty,mean_abs_mean_matrix_minus_identity,minimum_mean_matrix_eigenvalue,maximum_mean_matrix_eigenvalue,gradient_norm,degrees_of_freedom,train_samples,validation_samples,uses_local_w_parameters,uses_elbo,uses_lal_logic,w_is_integrated_by_monte_carlo
165,165,34.17035675048828,3.5370547771453857,0.25352075695991516,0.3193359076976776,0.317762553691864,6.963506698608398,0.3034445643424988,0.039582815021276474,6.23042631149292,7.538703918457031,20,4,16,False,False,False,True
170,170,34.04060363769531,3.534405469894409,0.24320772290229797,0.3196629285812378,0.31819766759872437,6.972175598144531,0.30185666680336,0.03875502943992615,6.223066329956055,0.8395428657531738,20,4,16,False,False,False,True
175,175,34.235816955566406,3.532111167907715,0.24187082052230835,0.31933653354644775,0.3179228603839874,7.001338958740234,0.3019602596759796,0.03760482370853424,6.228187561035156,1.3984280824661255,20,4,16,False,False,False,True
180,180,34.197242736816406,3.5401251316070557,0.24935290217399597,0.3183717429637909,0.31710579991340637,7.067935943603516,0.30274003744125366,0.03648170083761215,6.246057033538818,4.9891276359558105,20,4,16,False,False,False,True
185,185,34.23065185546875,3.535710573196411,0.25332581996917725,0.31782591342926025,0.3166406452655792,7.125207901000977,0.30335935950279236,0.034944601356983185,6.251852989196777,7.23959493637085,20,4,16,False,False,False,True
190,190,34.00056076049805,3.530121326446533,0.24339167773723602,0.31789350509643555,0.31670692563056946,7.163719177246094,0.3031240999698639,0.032705966383218765,6.248952388763428,12.90770149230957,20,4,16,False,False,False,True
195,195,34.01994323730469,3.5315864086151123,0.2364547699689865,0.3183601200580597,0.3171846866607666,7.195701599121094,0.30221104621887207,0.030502883717417717,6.242769241333008,2.9242165088653564,20,4,16,False,False,False,True
200,200,33.89972686767578,3.5302376747131348,0.23292988538742065,0.31876853108406067,0.31752756237983704,7.230766296386719,0.30095693469047546,0.028669076040387154,6.239161491394043,4.799887657165527,20,4,16,False,False,False,True
205,205,34.101661682128906,3.530524730682373,0.23136380314826965,0.31895145773887634,0.3176482915878296,7.264226913452148,0.3008343279361725,0.02701910398900509,6.243131160736084,0.9834795594215393,20,4,16,False,False,False,True
210,210,34.06895065307617,3.5274317264556885,0.2256002426147461,0.31971296668052673,0.31837770342826843,7.291632652282715,0.2997392416000366,0.025297148153185844,6.231391429901123,6.233450412750244,20,4,16,False,False,False,True
215,215,33.93809509277344,3.5354905128479004,0.22217825055122375,0.3197190761566162,0.318500280380249,7.315596580505371,0.2991645932197571,0.02460607700049877,6.233108997344971,6.669274806976318,20,4,16,False,False,False,True
220,220,33.86464309692383,3.5307834148406982,0.23181457817554474,0.319778710603714,0.3186753988265991,7.330747604370117,0.2983105480670929,0.024192139506340027,6.24484920501709,7.563161373138428,20,4,16,False,False,False,True
225,225,33.9672966003418,3.5280842781066895,0.22680431604385376,0.3199622929096222,0.31892287731170654,7.345273971557617,0.2981332242488861,0.023601103574037552,6.248053073883057,9.516326904296875,20,4,16,False,False,False,True
230,230,33.924747467041016,3.5358595848083496,0.2201005071401596,0.32063934206962585,0.31964802742004395,7.357239723205566,0.29734745621681213,0.02304123528301716,6.236690044403076,2.5007190704345703,20,4,16,False,False,False,True
235,235,33.81243896484375,3.5372533798217773,0.21880310773849487,0.32076701521873474,0.31982943415641785,7.364777565002441,0.2969932556152344,0.022713538259267807,6.254361152648926,1.108005166053772,20,4,16,False,False,False,True
240,240,33.7391357421875,3.5310659408569336,0.21961647272109985,0.3211577832698822,0.32025671005249023,7.37093448638916,0.29669085144996643,0.02264290116727352,6.265655994415283,3.937936544418335,20,4,16,False,False,False,True
245,245,33.92498779296875,3.535632610321045,0.21884670853614807,0.3224636912345886,0.32158204913139343,7.366783142089844,0.2940673232078552,0.02242400124669075,6.230155944824219,4.233353137969971,20,4,16,False,False,False,True
250,250,33.735660552978516,3.534813404083252,0.2213277965784073,0.32332107424736023,0.3224473297595978,7.365915298461914,0.2919005751609802,0.021944401785731316,6.198646545410156,7.460425853729248,20,4,16,False,False,False,True
255,255,33.76030349731445,3.5379693508148193,0.22747257351875305,0.323957234621048,0.3230816125869751,7.356348037719727,0.29068902134895325,0.021594030782580376,6.172152996063232,5.9671831130981445,20,4,16,False,False,False,True
260,260,33.711639404296875,3.560434341430664,0.22222168743610382,0.3244514763355255,0.3236178755760193,7.339990615844727,0.2898211181163788,0.02161414548754692,6.1708550453186035,2.552708148956299,20,4,16,False,False,False,True
265,265,33.834693908691406,3.5426669120788574,0.22759196162223816,0.3251374661922455,0.3242395520210266,7.310565948486328,0.28851762413978577,0.021695364266633987,6.1714653968811035,8.561458587646484,20,4,16,False,False,False,True
270,270,33.780147552490234,3.540309190750122,0.22395393252372742,0.32562682032585144,0.32476091384887695,7.287454605102539,0.28821858763694763,0.0214871633797884,6.187143325805664,10.644731521606445,20,4,16,False,False,False,True
275,275,33.66928482055664,3.5548324584960938,0.2192920744419098,0.32627642154693604,0.3255196213722229,7.279417991638184,0.28739774227142334,0.02110738679766655,6.178912162780762,5.878205299377441,20,4,16,False,False,False,True
280,280,33.60626983642578,3.5428292751312256,0.2229304164648056,0.326428085565567,0.3257301449775696,7.271696090698242,0.287129670381546,0.021159186959266663,6.183840274810791,1.6316531896591187,20,4,16,False,False,False,True
285,285,33.69097900390625,3.545971393585205,0.2187231481075287,0.3269612491130829,0.3263598382472992,7.254217147827148,0.2861214280128479,0.02154538780450821,6.183060646057129,8.187323570251465,20,4,16,False,False,False,True
290,290,33.65613555908203,3.5419793128967285,0.22140677273273468,0.32779285311698914,0.3274264335632324,7.248198509216309,0.28439733386039734,0.021877821534872055,6.16483211517334,9.628326416015625,20,4,16,False,False,False,True
295,295,33.689964294433594,3.5385239124298096,0.2206706404685974,0.3288428485393524,0.3286263644695282,7.250627517700195,0.2826528251171112,0.02150973118841648,6.133003234863281,11.086112022399902,20,4,16,False,False,False,True
300,300,33.569236755371094,3.5425825119018555,0.2198132574558258,0.3294753134250641,0.3293994069099426,7.2580060958862305,0.2821683883666992,0.021155864000320435,6.125730514526367,12.401732444763184,20,4,16,False,False,False,True
