epoch,optimizer_steps,train_negative_mc_log_posterior_per_path,validation_suffix_nll_per_exposure,validation_prefix_cluster_entropy,validation_prior_attention_diagonal,validation_prefix_posterior_attention_diagonal,mean_matrix_hyperprior_penalty,mean_abs_mean_matrix_minus_identity,minimum_mean_matrix_eigenvalue,maximum_mean_matrix_eigenvalue,gradient_norm,degrees_of_freedom,train_samples,validation_samples,uses_local_w_parameters,uses_elbo,uses_lal_logic,w_is_integrated_by_monte_carlo
120,120,34.5675163269043,3.544097423553467,0.2899772822856903,0.3512040674686432,0.3514241874217987,5.886713027954102,0.26599791646003723,0.05920078977942467,5.540356636047363,3.7378969192504883,20,4,16,False,False,False,True
125,125,34.61076354980469,3.534505605697632,0.2860640585422516,0.35037854313850403,0.35054707527160645,5.976335525512695,0.26506251096725464,0.05644538253545761,5.566856861114502,1.3315974473953247,20,4,16,False,False,False,True
130,130,34.5836181640625,3.5271008014678955,0.2865654230117798,0.34839490056037903,0.3485970199108124,6.0869951248168945,0.2668341100215912,0.05505309998989105,5.622211456298828,5.339083671569824,20,4,16,False,False,False,True
135,135,34.51023483276367,3.52518367767334,0.2824777662754059,0.346721887588501,0.3468843102455139,6.193199157714844,0.26848480105400085,0.053676310926675797,5.6633453369140625,1.332988977432251,20,4,16,False,False,False,True
140,140,34.5858039855957,3.529447317123413,0.28195181488990784,0.345235675573349,0.3453197181224823,6.301552772521973,0.27079030871391296,0.05176554620265961,5.704047203063965,1.4768526554107666,20,4,16,False,False,False,True
145,145,34.43661880493164,3.537440776824951,0.28634771704673767,0.3440675735473633,0.3441343605518341,6.3862457275390625,0.27314966917037964,0.04900830239057541,5.750283718109131,6.305131435394287,20,4,16,False,False,False,True
150,150,34.405635833740234,3.5407357215881348,0.28700509667396545,0.3431071937084198,0.34324169158935547,6.438083648681641,0.27439871430397034,0.04650961235165596,5.792046546936035,8.249053001403809,20,4,16,False,False,False,True
155,155,34.36504364013672,3.5249927043914795,0.2795400619506836,0.34214359521865845,0.34230557084083557,6.484917640686035,0.27507853507995605,0.045169997960329056,5.833756446838379,11.71074104309082,20,4,16,False,False,False,True
160,160,34.43457794189453,3.525399684906006,0.27452024817466736,0.3421283960342407,0.3422901928424835,6.541138648986816,0.27431538701057434,0.04418862238526344,5.843201637268066,1.4791467189788818,20,4,16,False,False,False,True
165,165,34.34336471557617,3.529745578765869,0.27140605449676514,0.3424493670463562,0.3424884080886841,6.601419448852539,0.27346286177635193,0.04331998899579048,5.836869716644287,1.2409275770187378,20,4,16,False,False,False,True
170,170,34.4153938293457,3.5359489917755127,0.2714497447013855,0.3431589901447296,0.3431406319141388,6.6578474044799805,0.27190056443214417,0.04128780961036682,5.826463222503662,6.801577568054199,20,4,16,False,False,False,True
175,175,34.311893463134766,3.5406923294067383,0.27355796098709106,0.34413036704063416,0.3440227210521698,6.698726654052734,0.27046382427215576,0.04054417088627815,5.823489665985107,2.4487011432647705,20,4,16,False,False,False,True
180,180,34.25017547607422,3.5349392890930176,0.26588788628578186,0.34369274973869324,0.34361469745635986,6.7489166259765625,0.2713314890861511,0.0408003069460392,5.857798099517822,2.1883606910705566,20,4,16,False,False,False,True
185,185,34.12313461303711,3.5397799015045166,0.2691987454891205,0.34242939949035645,0.34234893321990967,6.815284729003906,0.27339836955070496,0.04107976332306862,5.892971992492676,5.445769309997559,20,4,16,False,False,False,True
190,190,34.18607711791992,3.537250280380249,0.26336079835891724,0.3421032130718231,0.34204262495040894,6.857072830200195,0.27425792813301086,0.041380416601896286,5.904804229736328,6.8184685707092285,20,4,16,False,False,False,True
195,195,34.12755584716797,3.545700788497925,0.26291051506996155,0.3420989513397217,0.3420374095439911,6.8961381912231445,0.2744556665420532,0.041507791727781296,5.909489154815674,1.6739636659622192,20,4,16,False,False,False,True
200,200,34.21520233154297,3.5501325130462646,0.263889878988266,0.3408135175704956,0.34085813164711,6.966054916381836,0.2761038541793823,0.039851102977991104,5.954636096954346,4.883083820343018,20,4,16,False,False,False,True
205,205,34.360084533691406,3.5818333625793457,0.26901957392692566,0.33939844369888306,0.3394503891468048,7.034490585327148,0.27750837802886963,0.03853132575750351,6.009126663208008,20.21124839782715,20,4,16,False,False,False,True
210,210,34.22100830078125,3.549665927886963,0.2595505118370056,0.33832117915153503,0.3384511172771454,7.096866607666016,0.27820685505867004,0.03674538433551788,6.048296928405762,1.9924733638763428,20,4,16,False,False,False,True
215,215,34.288734436035156,3.563359498977661,0.26040586829185486,0.33785775303840637,0.3379250764846802,7.125616073608398,0.2779940664768219,0.03560686111450195,6.046411037445068,2.366467237472534,20,4,16,False,False,False,True
220,220,33.98347854614258,3.583613157272339,0.26633894443511963,0.3367561399936676,0.33673378825187683,7.160869598388672,0.27851971983909607,0.03464924544095993,6.057301044464111,13.641164779663086,20,4,16,False,False,False,True
225,225,34.032615661621094,3.557774782180786,0.25307002663612366,0.33636507391929626,0.33643248677253723,7.205844879150391,0.27853354811668396,0.032760415226221085,6.071565628051758,6.444879055023193,20,4,16,False,False,False,True
230,230,34.10976028442383,3.593740701675415,0.2618860602378845,0.33578935265541077,0.3357791304588318,7.265314102172852,0.2784899175167084,0.03130212798714638,6.092630386352539,13.387372016906738,20,4,16,False,False,False,True
235,235,34.00775909423828,3.566901445388794,0.2494937628507614,0.3360520303249359,0.33621689677238464,7.3146514892578125,0.27798280119895935,0.030453752726316452,6.102069854736328,7.161477565765381,20,4,16,False,False,False,True
240,240,33.94449996948242,3.5700907707214355,0.25319090485572815,0.33602482080459595,0.33613941073417664,7.36467170715332,0.2781231105327606,0.02992689609527588,6.117077350616455,6.947023868560791,20,4,16,False,False,False,True
245,245,34.058929443359375,3.5805017948150635,0.24994999170303345,0.3354669213294983,0.33573582768440247,7.399426460266113,0.2791726291179657,0.03045767918229103,6.13848876953125,27.561294555664062,20,4,16,False,False,False,True
250,250,34.08662414550781,3.600048065185547,0.2568482458591461,0.3357257843017578,0.3358519971370697,7.421350479125977,0.2791343331336975,0.03170118108391762,6.1542558670043945,22.352811813354492,20,4,16,False,False,False,True
255,255,33.92243957519531,3.6541380882263184,0.24313083291053772,0.3361140787601471,0.33645471930503845,7.4377946853637695,0.27830740809440613,0.032882265746593475,6.163698196411133,17.483919143676758,20,4,16,False,False,False,True
260,260,34.32341003417969,3.5841050148010254,0.24486999213695526,0.33671241998672485,0.33689621090888977,7.442739486694336,0.2766305208206177,0.031178222969174385,6.159129619598389,43.45240020751953,20,4,16,False,False,False,True
265,265,33.937007904052734,3.558851480484009,0.24842451512813568,0.3374117612838745,0.33751434087753296,7.457826614379883,0.2740558683872223,0.0299246646463871,6.141987323760986,23.185771942138672,20,4,16,False,False,False,True
270,270,33.97739791870117,3.5980682373046875,0.25878095626831055,0.33869031071662903,0.33874690532684326,7.471061706542969,0.27100738883018494,0.029356274753808975,6.102177619934082,17.819833755493164,20,4,16,False,False,False,True
275,275,33.903404235839844,3.5814595222473145,0.2497577667236328,0.33919405937194824,0.3391900658607483,7.503152847290039,0.2693619132041931,0.029301224276423454,6.074600696563721,10.146245002746582,20,4,16,False,False,False,True
280,280,33.68747329711914,3.591508388519287,0.23690570890903473,0.3388785421848297,0.3388363718986511,7.555376052856445,0.26854753494262695,0.02928869239985943,6.061672687530518,5.859903335571289,20,4,16,False,False,False,True
285,285,33.75644302368164,3.59611177444458,0.2413734793663025,0.338135689496994,0.3379451632499695,7.608120918273926,0.26865652203559875,0.02836412377655506,6.072179317474365,18.87728500366211,20,4,16,False,False,False,True
290,290,33.88493728637695,3.588514566421509,0.23638805747032166,0.33719170093536377,0.3371274471282959,7.65290641784668,0.26909366250038147,0.027878642082214355,6.101296424865723,1.9622609615325928,20,4,16,False,False,False,True
295,295,33.787715911865234,3.6044254302978516,0.24481287598609924,0.336691290140152,0.33649125695228577,7.695522308349609,0.26828670501708984,0.02722662314772606,6.118031024932861,3.3546996116638184,20,4,16,False,False,False,True
300,300,33.792842864990234,3.6033034324645996,0.2387172281742096,0.3367060720920563,0.3366256356239319,7.727685928344727,0.2668415307998657,0.02718118019402027,6.1103196144104,9.290406227111816,20,4,16,False,False,False,True
